"country","gdp","population","export","import"
"Jamaica",14808985132.7722,2808376,52.24,4.36
"Jamaica",15730792876.2656,2811835,55.35,4.99
"Jamaica",15830766531.1474,2813773,56.71,2.95
"Jamaica",13812421835.7369,2820436,64.03,2.24
"Jamaica",14657586159.4316,2827695,80.53,1.8
"Japan",5759071769013.11,128070000,5090.99,8631.8
"Japan",6233147172341.35,127833000,6328.32,11999.21
"Japan",6272362996105.03,127629000,6099.84,12412.06
"Japan",5212328181166.18,127445000,6813.89,9480.51
"Japan",4896994405353.29,127276000,5385.39,10131.07
"Japan",4444930651964.18,127141000,4662.67,9849.99
"Japan",5003677627544.24,127076000,3845.55,9754.45
"Japan",4930837369151.42,126972000,4734,10973.14
"Japan",5040880939324.86,126811000,4861.5,12772.43
"Japan",5117993853016.51,126633000,4520,12434.43
"Japan",5055587093501.59,126261000,4434.4,10924.55
"Japan",5034620784584.98,125681593,6176.56,14399.53
"Jordan",27133804225.3521,6931258,485.29,818.93
"Jordan",29524149154.9296,7109980,820.97,1483.04
"Jordan",31634561690.1408,7211863,1000.47,942.28
"Jordan",34454440140.8451,7694814,1595.74,610.65
"Jordan",36847643521.1268,8658026,1430.98,857.8
"Jordan",38587017887.3239,9494246,499.66,853.11
"Jordan",39892551126.7606,9964656,522.28,828.24
"Jordan",41608435915.493,10215381,540.74,984.96
"Jordan",43370860704.2254,10459865,578.73,1116.21
"Jordan",44502816901.4085,10698683,960.52,1064.66
"Jordan",43700383098.5916,10928721,630.77,1065.51
"Jordan",46296100140.8451,11148278,889.16,1827.15
"Kazakhstan",148047348240.643,16321872,172.13,138.39
"Kazakhstan",192626464617.071,16557202,244.37,191.85
"Kazakhstan",207998568865.789,16792090,286.18,139.97
"Kazakhstan",236634603409.089,17035551,261.46,656.33
"Kazakhstan",221415613595.469,17288285,250.62,701.65
"Kazakhstan",184388404706.042,17542806,151.87,352.92
"Kazakhstan",137278320084.171,17794055,120.83,521.27
"Kazakhstan",166805788827.233,18037776,125.28,907.43
"Kazakhstan",179339977690.485,18276452,143.06,708.77
"Kazakhstan",181667184854.501,18513673,202.52,2255.67
"Kazakhstan",171082365861.423,18755666,225.88,804.97
"Kazakhstan",197112255360.612,19191356,235.02,325.75
"Kenya",45405615063.7551,41517895,2181.78,123.97
"Kenya",46869473150.61,42635144,2277.26,113.38
"Kenya",56396704671.5777,43725806,3770.09,105.89
"Kenya",61671440407.8387,44792368,3881.84,126.63
"Kenya",68285796514.2896,45831863,4117.72,117.4
"Kenya",70120446896.8359,46851488,3025.63,127.52
"Kenya",74815144163.8931,47894670,2194.08,104.34
"Kenya",82036510877.2599,48948137,1974.34,72.53
"Kenya",92202979985.2863,49953304,2071.64,137.11
"Kenya",100378436207.371,50951450,2108.38,89.67
"Kenya",100657505750.545,51985780,1895.64,130.23
"Kenya",109703658904.994,53005614,2631.64,145.33
"Kiribati",165113529.310862,107995,0.12,0.45
"Kiribati",195984787.454498,109871,1.23,0
"Kiribati",207081997.22303,111618,0.37,0.08
"Kiribati",201768028.55259,113311,0.95,0
"Kiribati",200114840.67884,114985,0.99,0.01
"Kiribati",191572320.429122,116707,0.94,0
"Kiribati",233859230.192198,122261,0.37,0.22
"Kiribati",216891541.021351,124241,0.37,0
"Kiribati",289207526.306617,128874,1.64,0.04
"Korea, Rep.",1143672241149.72,49554112,3727.16,10475.06
"Korea, Rep.",1253289537500.81,49936638,4352.25,12811.81
"Korea, Rep.",1278046536287.01,50199853,4202.17,13104.95
"Korea, Rep.",1370632955321.2,50428893,4208.52,12470.39
"Korea, Rep.",1484488526271.8,50746659,4602.76,13528.93
"Korea, Rep.",1466038936206.43,51014947,3523.29,13046.96
"Korea, Rep.",1499679823909.61,51217803,4241.23,12585.12
"Korea, Rep.",1623074183501.9,51361911,4460.76,16361.6
"Korea, Rep.",1725373496825.43,51585058,4704.88,16758.76
"Korea, Rep.",1651422932447.77,51764822,4844.96,15659.48
"Korea, Rep.",1644312831906.17,51836239,4684.46,12772.8
"Korea, Rep.",1818432106880.04,51769539,8084.85,17477
"Kuwait",115416245238.478,2943356,1855.84,10313.63
"Kuwait",154039231299.128,3143825,1181.25,16439.66
"Kuwait",174047695598.686,3394663,1060.88,16588.13
"Kuwait",174168116687.215,3646518,1060.96,17153.53
"Kuwait",162650450784.686,3761584,1198.67,13381.96
"Kuwait",114585555830.916,3908743,1247.32,4969.68
"Kuwait",109406674087.947,4048085,1497.86,4462.27
"Kuwait",120687539675.517,4124904,1365.42,7165.68
"Kuwait",138202535962.401,4317185,1333.71,7430.82
"Kuwait",138696321087.864,4441100,1286.38,9573.77
"Kuwait",107512998447.021,4360444,1054.01,5214.09
"Kuwait",141777271268.694,4250114,1241.76,11001.74
"Kyrgyz Republic",4794361863.01353,5447900,25.74,1.2
"Kyrgyz Republic",6197765984.28468,5514600,30.5,0.89
"Kyrgyz Republic",6605142884.36215,5607200,34.95,2.09
"Kyrgyz Republic",7335033800.59056,5719600,34.5,0.64
"Kyrgyz Republic",7468102412.68237,5835500,37.72,0.77
"Kyrgyz Republic",6678177511.66313,5956900,25.09,1.78
"Kyrgyz Republic",6813095379.1187,6079500,30.36,1.47
"Kyrgyz Republic",7702938379.42036,6198200,28.56,30.95
"Kyrgyz Republic",8271106235.41552,6322800,29.96,2.58
"Kyrgyz Republic",9371275264.36735,6456200,29.08,1.31
"Kyrgyz Republic",8270468614.24051,6579900,38.66,5.15
"Kyrgyz Republic",9249133946.26531,6773400,32.85,1.79
"Lao PDR",7131771014.70456,6323418,13.1,0.21
"Lao PDR",8750104617.17303,6416327,14.93,89.24
"Lao PDR",10192846339.4029,6508803,28.89,138.65
"Lao PDR",11983252626.5452,6600742,49.88,39.38
"Lao PDR",13279245886.3854,6691454,67.27,85.27
"Lao PDR",14426380125.6488,6787419,37.91,180.03
"Lao PDR",15912501722.6143,6891363,25.7,207.36
"Lao PDR",17071155481.4994,6997917,25.02,168.63
"Lao PDR",18141641089.7963,7105006,39.35,1.04
"Lao PDR",18740561512.5555,7212053,25.05,3.09
"Lao PDR",18981805250.2424,7319399,27.3,1.7
"Lao PDR",18827148530.9347,7425057,14.62,0.8
"Latvia",23956163076.5575,2097555,103.21,196.32
"Latvia",27474380566.265,2059709,96.16,143.19
"Latvia",28169902669.3784,2034319,104.06,73.61
"Latvia",30204783461.8488,2012647,102.02,103.88
"Latvia",31386896487.0407,1993782,98.07,36.23
"Latvia",27263090547.0617,1977527,79.48,61.56
"Latvia",28083597512.4841,1959537,115.57,39.62
"Latvia",30483806017.8318,1942248,112.14,52.6
"Latvia",34429023435.0211,1927174,115.44,158.44
"Latvia",34225547537.0745,1913822,119.22,265.49
"Latvia",34390910338.9604,1900449,103.44,48.86
"Latvia",39443126174.4335,1884490,132.85,134.64
"Lebanon",38443907042.1227,4995800,176.01,18.3
"Lebanon",39927125961.5257,5045056,231.8,21.4
"Lebanon",44016799515.7546,5178337,250.49,30.01
"Lebanon",46880103080.597,5678851,293.44,37.23
"Lebanon",48095213746.6003,6274342,279.55,39.71
"Lebanon",49929337836.8159,6398940,239.51,27.6
"Lebanon",51147308774.1294,6258619,210.54,30.2
"Lebanon",53027680685.9038,6109252,257.02,38.47
"Lebanon",54901519155.5556,5950839,268.6,43.95
"Lebanon",51605959131.2741,5781907,203.86,30.91
"Lebanon",31712128253.7961,5662923,190.28,27.92
"Lebanon",23131941556.7843,5592631,313.02,32.45
"Lesotho",2234754241.91918,2022747,18.62,1.14
"Lesotho",2579409619.96722,2037677,21.19,3.04
"Lesotho",2477702216.26888,2054718,18.24,4.36
"Lesotho",2367112931.642,2073939,30.99,2.5
"Lesotho",2441063054.05792,2095242,38.2,1.38
"Lesotho",2359686724.53829,2118521,30.05,4.94
"Lesotho",2114426453.70697,2143872,33.17,24.91
"Lesotho",2306741674.055,2170617,31.59,89.57
"Lesotho",2556247291.99785,2198017,30.45,0
"Lesotho",2390702295.82777,2225702,40.76,0.04
"Lesotho",2053338465.24462,2254100,39.87,0.17
"Lesotho",2406780518.52811,2281454,10.97,0
"Liberia",1.998e+09,4019956,43.88,17.75
"Liberia",2.398e+09,4181150,78.72,9.08
"Liberia",2791614000,4331740,126.97,21.01
"Liberia",3177198100,4427313,253.59,26.85
"Liberia",3225652000,4519398,206.48,57.68
"Liberia",3227075700,4612329,133.84,32.2
"Liberia",3398419600,4706097,146.24,7.66
"Liberia",3390703400,4796631,257.38,36.77
"Liberia",3422754800,4889391,178.75,141.21
"Liberia",3319596500,4985289,219.41,7.75
"Liberia",3176126340,5087584,225.51,6.96
"Liberia",3513049520,5193416,246.96,21.19
"Libya",75380825062.4216,6491988,131.97,969.07
"Libya",48169263294.1007,6188132,60.96,38.33
"Libya",92540938129.1315,5869870,215.24,1834.79
"Libya",75351107029.0605,5985221,287.12,451.52
"Libya",57372355592.022,6097764,163.67,70.14
"Libya",48717501321.3052,6192235,122.55,8.87
"Libya",49912073701.298,6282196,120.01,7.45
"Libya",67157452181.7738,6378261,121.91,100.63
"Libya",76686029772.1483,6477793,156.7,146.14
"Libya",72081962263.1794,6569088,184.35,43.08
"Libya",65688454971.5663,6653942,153.92,70.52
"Libya",47786789103.8172,6735277,239.56,358.2
"Liechtenstein",5082337238.44718,35926,0.15,0.22
"Liechtenstein",5739706004.89616,36189,0.14,0.64
"Liechtenstein",5456102482.28614,36505,0.26,0.84
"Liechtenstein",6391708310.67727,36806,0.33,0.45
"Liechtenstein",6657526979.72277,37096,0.17,1.15
"Liechtenstein",6268515276.17441,37355,0.8,1.17
"Liechtenstein",6237302033.50132,37609,0.73,0.87
"Liechtenstein",6474308717.85289,37889,2.8,1.59
"Liechtenstein",6692620691.84146,38181,3.4,3.59
"Liechtenstein",6436467007.11932,38482,4.36,0.41
"Liechtenstein",6405870210.32293,38756,3.76,0.32
"Liechtenstein",7710380085.92257,39039,1.94,0.82
"Lithuania",37128694028.243,3097282,83.33,125.42
"Lithuania",43535051482.3869,3028115,134.88,203.36
"Lithuania",42927454291.478,2987773,147.4,45.89
"Lithuania",46523420074.4372,2957689,104.89,53.68
"Lithuania",48533659592.1728,2932367,103.21,111.91
"Lithuania",41435533340.3883,2904910,87.97,214.34
"Lithuania",43047309305.7363,2868231,95.94,271.13
"Lithuania",47758736931.7801,2828403,103.74,189.36
"Lithuania",53751411409.4447,2801543,127.31,212.1
"Lithuania",54808531641.4117,2794137,110.71,262.1
"Lithuania",56964942999.3651,2794885,163.62,321.03
"Lithuania",66798933785.7702,2800839,330.8,200.86
"Luxembourg",56213985987.4168,506953,18.72,36.63
"Luxembourg",61696281326.2453,518347,9.07,55.99
"Luxembourg",59776383527.3602,530946,8.2,48.08
"Luxembourg",65203276466.9763,543360,11.7,46.14
"Luxembourg",68804811897.6445,556319,9.58,41.8
"Luxembourg",60071584216.1375,569604,8.06,175.73
"Luxembourg",62216885435.9488,582014,11.45,46.06
"Luxembourg",65712180342.9836,596336,11.35,53.2
"Luxembourg",71000359760.4611,607950,30.04,131.88
"Luxembourg",69890505323.5842,620001,20.36,54.35
"Luxembourg",73699366700.2134,630419,12.55,30.48
"Luxembourg",85584105993.8746,640064,14.51,67.38
"Macao SAR, China",28241798491.593,557297,1.42,0.2
"Macao SAR, China",36845888757.1886,571003,1.45,0.81
"Macao SAR, China",43189721376.9846,582766,0.93,1.49
"Macao SAR, China",51536595089.2793,593374,1.59,2.63
"Macao SAR, China",54902831793.5018,604167,2.43,2.29
"Macao SAR, China",45048190598.3249,615239,1.93,8.29
"Macao SAR, China",45070808688.9611,626688,1.49,7.91
"Macao SAR, China",50383871120.8733,638609,13.83,8.28
"Macao SAR, China",55190661339.7796,650991,1.02,6.27
"Macao SAR, China",55082293844.1008,663653,6.26,5.09
"Macao SAR, China",25343525935.8358,676283,8.92,24.51
"Macao SAR, China",30969334705.0515,686607,12.04,20.09
"Madagascar",9982711338.07029,21731053,79.26,32.07
"Madagascar",11551819617.874,22348158,123.58,82.76
"Madagascar",11578975061.9479,22966240,154.35,72.9
"Madagascar",12423555455.3853,23588073,238.69,52.83
"Madagascar",12522957399.2281,24215976,167.11,95.26
"Madagascar",11323020701.3017,24850912,196.96,141.71
"Madagascar",11848613858.442,25501941,213.66,119.81
"Madagascar",13176313593.5509,26169542,228,167.63
"Madagascar",13760033282.2925,26846541,196.3,293.12
"Madagascar",14104664678.5063,27533134,301.65,119.24
"Madagascar",13051441203.9474,28225177,324.11,80.14
"Madagascar",14554754116.5427,28915653,351.21,144.03
"Malawi",10128323010.6049,14718422,101.4,19.89
"Malawi",11648142958.3651,15146094,148.16,22.83
"Malawi",8773203178.16512,15581251,153.18,43.1
"Malawi",8031571927.62055,16024775,220.96,15.14
"Malawi",8801326169.14547,16477966,213.93,36.78
"Malawi",9219474379.31534,16938942,176.05,64.31
"Malawi",7909868618.46366,17405624,178.3,41.34
"Malawi",8943543677.18899,17881167,199.45,16.45
"Malawi",9880675785.93057,18367883,201.44,22.8
"Malawi",11077305329.6417,18867337,184.93,31.76
"Malawi",12041250083.8828,19377061,150.82,7.05
"Malawi",12580922008.2096,19889742,150.31,107.71
"Malaysia",255017638455.59,28717731,3871.01,6523.42
"Malaysia",297951668674.835,29184133,3980.11,9473.47
"Malaysia",314443047642.111,29660212,4443.86,9950.95
"Malaysia",323276235524.415,30134807,4197.71,9229.75
"Malaysia",338066095097.254,30606459,5816.35,11117.59
"Malaysia",301355266964.947,31068833,3706.61,9083.67
"Malaysia",301256033870.334,31526418,5224.63,8933.44
"Malaysia",319109094160.343,31975806,5701.34,9011.46
"Malaysia",358788845712.53,32399271,6436.08,10818.43
"Malaysia",365177721021.516,32804020,6364.39,9782.13
"Malaysia",337456163961.211,33199993,6057.45,8372.92
"Malaysia",373832428055.449,33573874,6994.76,12424.1
"Maldives",2588176054.6875,361575,100.04,31.37
"Maldives",2774350240.04918,374440,124.44,18.89
"Maldives",2886163997.20531,387539,122.22,6.29
"Maldives",3295009237.50107,400728,105.95,3.97
"Maldives",3697353039.20043,416738,152.18,4.31
"Maldives",4129505319.12921,435582,178.97,4.31
"Maldives",4409942623.85538,454252,197.63,9.14
"Maldives",4816426256.52914,472442,216.81,5.67
"Maldives",5404344162.69888,489758,222.81,20.37
"Maldives",5726094799.37709,504508,226.4,6
"Maldives",3712604583.36665,514438,195.73,24.46
"Maldives",5254366312.27648,521457,670.17,68.92
"Mali",10689168016.2613,15529181,65.44,3.33
"Mali",12995112690.2596,16039734,98.34,6.1
"Mali",12442035339.1049,16514687,78.65,29.55
"Mali",13242690786.0938,17004033,108.72,70.92
"Mali",14364937124.0727,17551814,134.06,78.59
"Mali",13104764378.326,18112907,107.84,242.78
"Mali",14026048335.7047,18700106,107.65,99.24
"Mali",15365713048.1993,19311355,123.54,114.16
"Mali",17070867589.9055,19934298,130.61,18.29
"Mali",17280250810.0321,20567424,146.05,38.08
"Mali",17465392764.3706,21224040,186.88,13.97
"Mali",19309463508.0377,21904983,207.54,22.85
"Malta",9035824366.00804,414508,746.76,35.87
"Malta",9638728635.0143,416268,848.96,42.34
"Malta",9461776291.79913,420028,398.15,42.62
"Malta",10551030596.7558,425967,167.9,34.45
"Malta",11625848974.8051,434558,327.53,28.41
"Malta",11091483659.6156,445053,325.02,26.42
"Malta",11668015565.8082,455356,137.22,22.37
"Malta",13484541925.7714,467999,195.84,15.95
"Malta",15404393365.2073,484630,229.46,43.75
"Malta",16004563885.7539,504062,208.14,121.87
"Malta",15249999048.0297,515332,317,23.71
"Malta",18123718946.6006,518536,477.21,22.87
"Marshall Islands",160629516.601563,53416,0.18,1.35
"Marshall Islands",172044509.887695,52971,0.53,9.81
"Marshall Islands",180302078.24707,52203,0.09,0.88
"Marshall Islands",185817016.601563,51352,1.17,7.28
"Marshall Islands",185446395.874023,50419,0.12,0.01
"Marshall Islands",183222930.908203,49410,101.9,0.4
"Marshall Islands",200900711.05957,48329,0.14,8.72
"Marshall Islands",212935714.72168,47187,13.99,0.1
"Marshall Islands",219430038.452148,45989,0.32,0.5
"Marshall Islands",231996704.101563,44728,32.54,3.61
"Marshall Islands",240751144.40918,43413,0.62,1.65
"Marshall Islands",257784881.591797,42050,1.06,1.18
"Mauritania",5628878797.98257,3419461,33.48,1.94
"Mauritania",6764627745.9033,3524249,46.5,4.43
"Mauritania",6728208836.22143,3636113,41.88,11.24
"Mauritania",7223071096.85652,3742959,58.03,7.35
"Mauritania",6592537781.81518,3843174,58.91,43.35
"Mauritania",6166863896.68677,3946220,58.29,18.56
"Mauritania",6398747592.13185,4051890,65.95,10.95
"Mauritania",6800135898.28827,4160015,83.14,5.44
"Mauritania",7473550557.07378,4270712,115.58,15.75
"Mauritania",7894764885.82312,4383849,83.8,10.68
"Mauritania",8260752385.23089,4498604,88.87,5.49
"Mauritania",9222536364.01272,4614974,96.88,12.03
"Mauritius",10003670690.3497,1250400,853.82,16.5
"Mauritius",11518413429.9684,1252404,1400.35,38.47
"Mauritius",11668696396.7887,1255882,1310.66,28.42
"Mauritius",12292974141.4044,1258927,1000.08,20.76
"Mauritius",13074129952.0532,1261208,1909.38,21.14
"Mauritius",12007291045.6489,1262879,855.62,20.32
"Mauritius",12594155464.4136,1263747,881.22,18.34
"Mauritius",13713506130.6081,1264887,1076.99,20.68
"Mauritius",14735695930.9727,1265577,1160.58,71.59
"Mauritius",14436346979.6355,1265985,661.95,27.88
"Mauritius",11408106446.3144,1266014,422.72,42.62
"Mauritius",11484348766.0434,1266334,714.68,71.9
"Mexico",1105424238731.09,112532401,912.64,1163.37
"Mexico",1229013703416.76,114150481,1367.2,2579.62
"Mexico",1255110424817.79,115755909,1628.11,4037.56
"Mexico",1327436290282.67,117290686,2227.3,3672.34
"Mexico",1364507717614.13,118755887,2861.4,3393.08
"Mexico",1213294467716.88,120149897,2864.96,2283.12
"Mexico",1112233497452.7,121519221,3460.83,2944.41
"Mexico",1190721475906,122839258,3782.65,3930.14
"Mexico",1256300182879.73,124013861,3841.38,5576.99
"Mexico",1305211135822.61,125085311,3623.56,4296.77
"Mexico",1120832412468.85,125998302,3086.48,2845.89
"Mexico",1313069763986.6,126705138,4425.02,4248.02
"Micronesia, Fed. Sts.",327248700,108232,0.18,0
"Micronesia, Fed. Sts.",317214400,108609,0.56,0.1
"Micronesia, Fed. Sts.",319271200,109024,0.24,0
"Moldova",6974982369.60155,2862354,7.56,0.13
"Moldova",8414352020.49442,2860699,7.47,0.45
"Moldova",8709138634.82921,2860324,8.92,0.67
"Moldova",9496717875.51932,2859558,10.44,0.51
"Moldova",9402090137.7423,2857815,8.76,1.42
"Moldova",7797667196.73087,2835978,7.79,4.89
"Moldova",7980917075.7748,2803186,6.69,11.74
"Moldova",9514404016.20949,2755189,7.08,1.56
"Moldova",11252353420.8798,2707203,8.6,0.38
"Moldova",11736797054.6965,2664224,8.67,0.25
"Moldova",11530746234.4492,2635130,11.55,0.99
"Moldova",13691869264.0794,2595809,9.01,0.08
"Monaco",5367561569.59548,33178,1.03,1.4
"Monaco",6088689808.38347,33945,0.5,2.73
"Monaco",5742749294.00852,34700,0.72,3.22
"Monaco",6555591709.88585,35425,0.29,2.16
"Monaco",7069353073.08882,36110,0.87,1.69
"Monaco",6261649890.82388,36760,1.04,1.53
"Monaco",6465645584.94877,37071,1.53,1.1
"Monaco",6431271365.08338,37044,1.94,1.05
"Monaco",7182444409.54069,37029,2.54,0.27
"Monaco",7383944044.17,37034,1.95,61.51
"Monaco",6739645416.47916,36922,1.92,0
"Monaco",8626081320.50612,36686,3.57,0.37
"Mongolia",7189481998.90094,2702520,20.74,1.97
"Mongolia",10409797377.8571,2743938,34.95,15.17
"Mongolia",12292770631.565,2792349,23.62,10.19
"Mongolia",12582122604.2577,2845153,15.48,8.75
"Mongolia",12226514668.0622,2902823,7.87,4.29
"Mongolia",11619892590.6941,2964749,8.44,4.14
"Mongolia",11181350649.3573,3029555,9.76,1.99
"Mongolia",11480847740.736,3096030,20.44,1.72
"Mongolia",13178094720.4986,3163991,22.73,1.01
"Mongolia",14206359017.5143,3232430,16.23,1.29
"Mongolia",13312981429.0891,3294335,18.93,0.42
"Mongolia",15286441737.6686,3347782,25.92,0.54
"Montenegro",4465772400.37453,621207,30.55,0.01
"Montenegro",4593853290.963,621810,42.3,1.16
"Montenegro",4054730077.57718,622159,26.17,0.05
"Montenegro",4376930578.32395,622303,36.36,0.05
"Montenegro",4856599480.79882,622373,51.57,0.01
"Montenegro",5506942238.35668,622227,38.92,0.13
"Montenegro",5542054181.12616,622028,19.94,0.17
"Montenegro",4769996866.00758,621306,20.01,0.4
"Montenegro",5861427505.12493,619211,21.74,0.35
"Morocco",100865329473.44,32464865,318.5,839.61
"Morocco",110080631332.375,32903699,372.02,1658.45
"Morocco",106937392311.129,33352169,426.55,1309.01
"Morocco",115739287305.08,33803527,385.56,879.16
"Morocco",119130841411.664,34248603,326.23,936.21
"Morocco",110413823841.592,34680458,342.11,1077.55
"Morocco",111572947004.917,35107264,373.84,792.88
"Morocco",118540573367.844,35528115,432.23,779.63
"Morocco",127341147581.818,35927511,679.96,1326.67
"Morocco",128920266409.458,36304408,799.32,952.52
"Morocco",121353645057.144,36688772,507.51,1436.81
"Morocco",141817797083.468,37076584,962.16,2244.15
"Mozambique",11411894723.864,23073723,605.05,103.45
"Mozambique",14619279988.716,23760421,533.27,101.45
"Mozambique",16688114144.0745,24487611,1001.07,291.48
"Mozambique",17198073057.1981,25251731,1257.15,292.96
"Mozambique",17978246586.0662,26038704,2070.7,325.72
"Mozambique",16208985769.615,26843246,1241.83,362.88
"Mozambique",12069051237.1711,27696493,1009.84,546.27
"Mozambique",13264640645.7768,28569441,900.47,931.75
"Mozambique",15017359042.4464,29423878,1073.22,1097.4
"Mozambique",15512758964.5779,30285595,2174.14,835.04
"Mozambique",14235420174.1813,31178239,1231.23,631.61
"Mozambique",16168055475.085,32077072,1975.58,1879.51
"Myanmar",49540813342.4834,49390988,320.55,1017.67
"Myanmar",59977326085.9908,49794522,545.25,1381.13
"Myanmar",59937796648.2158,50218185,544.57,1412.69
"Myanmar",60269732854.827,50648334,786.92,1395.64
"Myanmar",65531374199.6663,51072436,773.12,1231.52
"Myanmar",59607290407.6191,51483949,1070.57,984.25
"Myanmar",63298361996.2153,51892349,1107.79,1067.27
"Myanmar",66053040483.0016,52288341,966.05,639.58
"Myanmar",67860515989.517,52666014,1205.5,521.49
"Myanmar",75065106227.6892,53040212,973.7,547.22
"Myanmar",79006113643.1906,53423198,772.41,526.78
"Myanmar",66345291160.1683,53798084,892.91,1001.86
"Namibia",11431412421.1316,2099271,55.4,36.78
"Namibia",12523359440.5499,2132340,64.31,10.23
"Namibia",13042053591.6857,2167470,56.77,9.19
"Namibia",12043307277.1235,2204510,212.32,13
"Namibia",12435430969.6301,2243001,107.82,34.41
"Namibia",11335161083.5061,2282704,73.57,10.42
"Namibia",10722018732.0936,2323352,89.86,50.3
"Namibia",12895153160.466,2364534,43.84,62.19
"Namibia",13682018827.0434,2405680,82.36,53.55
"Namibia",12541928102.7657,2446644,66.11,28.54
"Namibia",10583748541.5258,2489098,50.96,30.21
"Namibia",12402486183.6396,2530151,205.82,45.98
"Nauru",47562844.6104251,10241,0.1,4.04
"Nauru",65071879.7787162,10283,0.2,15.18
"Nauru",101055722.95058,10444,0,21.02
"Nauru",94385014.9425842,10694,0.18,4.75
"Nauru",99149244.4001333,10940,0.02,10.19
"Nauru",84863440.5801997,11185,0,5.77
"Nauru",97541943.0355053,11437,2.52,0.03
"Nauru",109355638.866955,11682,1.35,0.01
"Nauru",130995566.30391,11924,0.52,0.16
"Nauru",125160115.547819,12132,0.13,0.07
"Nauru",124685688.161094,12315,0.09,0.05
"Nauru",175390280.69162,12511,0.31,23.28
"Nepal",16002656434.4746,27161567,2167.7,513.4
"Nepal",21573872420.7008,27266399,2721.23,549.96
"Nepal",21703100877.1309,27330694,3088.49,543.07
"Nepal",22162204924.5726,27381555,3592,529.86
"Nepal",22731612922.1906,27462106,4558.43,639.9
"Nepal",24360801286.7638,27610325,3902.35,470.63
"Nepal",24524109483.5293,27861186,5453.23,445.11
"Nepal",28971588940.364,28183426,6612.59,438.35
"Nepal",33111525237.149,28506712,7765.81,508.11
"Nepal",34186180699.0255,28832496,7159.96,711.59
"Nepal",33433659301.2466,29348627,6838.09,673.14
"Nepal",36924841394.2605,30034989,9645.3,1371.01
"Netherlands",847380859016.668,16615394,7677.42,1852.92
"Netherlands",905270626332.687,16693074,9151.05,2618.33
"Netherlands",838923319919.531,16754962,10564.8,2378.9
"Netherlands",877172824534.512,16804432,7995.42,3138.76
"Netherlands",892167986713.722,16865008,6324.52,2802.75
"Netherlands",765572770634.375,16939923,4724.91,1859.7
"Netherlands",784060430240.08,17030314,5069.49,1895.6
"Netherlands",833869641687.06,17131296,6260.95,2512.46
"Netherlands",914043438179.607,17231624,8812.61,4062.62
"Netherlands",910194347568.626,17344874,8365.89,3390.8
"Netherlands",909793466661.481,17441500,6472.6,3317.5
"Netherlands",1029678338329.44,17533044,12543.46,4477.91
"New Caledonia",9364350076.91225,249750,16.73,6.78
"New Caledonia",10351448004.7674,254350,59.48,11.26
"New Caledonia",9659151917.40484,259000,12.52,27.07
"New Caledonia",10151382933.1594,263650,8.8,27.78
"New Caledonia",10635035594.7528,268050,10.76,21.39
"New Caledonia",8738203074.3957,269460,4.66,50.34
"New Caledonia",8724568954.89799,270220,8.08,23.98
"New Caledonia",9174048681.98577,270810,10.22,9.65
"New Caledonia",9896402283.68587,271170,8.78,0.21
"New Caledonia",9475655324.59495,271240,15.17,0.23
"New Caledonia",9454629467.91408,271080,11.47,1.81
"New Caledonia",10071349663.8484,270390,18.74,8.1
"New Zealand",146517541181.254,4350700,190.47,625.13
"New Zealand",168295307149.46,4384000,251.5,822.67
"New Zealand",176210710655.208,4408100,301.91,696.6
"New Zealand",190909855416.34,4442100,276.55,614.51
"New Zealand",201337554959.49,4516500,321.97,591.36
"New Zealand",178104220784.881,4609400,307.9,547.57
"New Zealand",188898209220.167,4714100,309.51,504.39
"New Zealand",206566916732.292,4813600,352.65,643.69
"New Zealand",211846555690.736,4900600,379.69,630.74
"New Zealand",212846907683.439,4979200,378.39,521.75
"New Zealand",212697530897.56,5090200,486.08,381.5
"New Zealand",253644079784.977,5111300,487.41,374.81
"Nicaragua",8758592272.10579,5855734,29.99,0.9
"Nicaragua",9774307336.23792,5942553,45.69,0.97
"Nicaragua",10531964139.3486,6030607,59.22,0.82
"Nicaragua",10982938825.6994,6119379,59.21,2.64
"Nicaragua",11880434070.7811,6208676,65.47,2.18
"Nicaragua",12756706583.3113,6298598,82.51,3.86
"Nicaragua",13286118584.2563,6389235,86.3,2.61
"Nicaragua",13785943183.0661,6480532,87.28,4.17
"Nicaragua",13025239912.2751,6572233,53.85,3.59
"Nicaragua",12699046244.607,6663924,65.5,3.6
"Nicaragua",12681548303.6856,6755895,89.63,6.18
"Nicaragua",14144067555.6566,6850540,107.4,9.49
"Niger",7851192502.30917,16647543,47.05,10.46
"Niger",8772950777.79176,17283112,88.07,73.67
"Niger",9426912647.59111,17954407,56.13,69.03
"Niger",10224897437.8648,18653199,86.27,0.53
"Niger",10862943543.5419,19372014,78.2,0.56
"Niger",9683867926.44282,20128124,80.14,0.31
"Niger",10398861981.7583,20921743,81.21,0.02
"Niger",11185104251.6943,21737922,120.2,20.23
"Niger",12837307496.8821,22577058,94.75,0.65
"Niger",12889555561.2299,23443393,73.5,0.9
"Niger",13744653103.058,24333639,87,4.11
"Niger",14915002436.069,25252722,91.56,15.99
"Nigeria",366990417129.04,160952853,2098.79,10787.7
"Nigeria",414466676831.16,165463745,2701.81,14757.74
"Nigeria",463971018239.281,170075932,2739.87,12086.1
"Nigeria",520117180313.906,174726123,2667.56,14097.82
